loan_amount,income,interest_rate,loan_to_value_ratio,debt_to_income_ratio,property_value,loan_term,applicant_age,derived_race,derived_sex,derived_ethnicity,action_taken,target
205000,156,8,51.78,30%-<36%,1505000,372,35-44,White,Joint,Not Hispanic or Latino,1,1
185000,150,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Joint,Not Hispanic or Latino,1,1
25000,53,Exempt,Exempt,Exempt,Exempt,Exempt,65-74,White,Male,Not Hispanic or Latino,1,1
225000,66,5.75,69.231,45,325000,360,45-54,White,Male,Not Hispanic or Latino,1,1
175000,49,6.5,101.145,36,185000,360,35-44,Black or African American,Male,Not Hispanic or Latino,1,1
225000,58,8,100,48,225000,300,25-34,White,Male,Not Hispanic or Latino,1,1
185000,43,4.25,99.95,20%-<30%,195000,360,25-34,Black or African American,Female,Not Hispanic or Latino,1,1
485000,300,3.99,78.563,20%-<30%,625000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
35000,85,7.45,76.048,47,425000,120,35-44,Asian,Male,Not Hispanic or Latino,1,1
25000,67,12.799,80.28,45,245000,360,45-54,White,Male,Not Hispanic or Latino,1,1
55000,108,7.49,51.17,48,695000,360,>74,Black or African American,Joint,Not Hispanic or Latino,1,1
65000,52,12.25,51.405,43,345000,120,45-54,Black or African American,Female,Not Hispanic or Latino,1,1
55000,205,7.2,35.372,<20%,825000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
55000,97,7.24,69.37,30%-<36%,385000,360,55-64,White,Male,Not Hispanic or Latino,1,1
15000,66,3.99,39.229,20%-<30%,335000,300,55-64,White,Female,Not Hispanic or Latino,1,1
55000,61,8.25,13.478,30%-<36%,375000,480,55-64,White,Female,Not Hispanic or Latino,1,1
225000,261,6.875,54.868,<20%,415000,360,45-54,White,Male,Not Hispanic or Latino,1,1
105000,439,6.74,65.76,38,765000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
65000,45,8.25,15.707,20%-<30%,385000,240,25-34,White,Male,Not Hispanic or Latino,1,1
175000,225,6.74,13.78,<20%,1275000,360,35-44,Joint,Joint,Not Hispanic or Latino,1,1
645000,738,6.625,79.647,30%-<36%,805000,360,45-54,White,Male,Not Hispanic or Latino,1,1
35000,93,9.05,65.332,42,395000,360,65-74,White,Female,Not Hispanic or Latino,1,1
275000,67,6.75,80,49,335000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
345000,140,6.625,80,20%-<30%,435000,360,35-44,White,Male,Not Hispanic or Latino,1,1
305000,201,Exempt,Exempt,Exempt,Exempt,Exempt,35-44,White,Joint,Not Hispanic or Latino,1,1
15000,177,9.5,42.029,50%-60%,755000,480,45-54,Asian,Joint,Not Hispanic or Latino,1,1
85000,64,7.95,96.999,<20%,85000,360,25-34,White,Male,Not Hispanic or Latino,1,1
85000,161,8.7,68.796,20%-<30%,605000,360,55-64,Race Not Available,Male,Ethnicity Not Available,1,1
495000,147,7.25,91.682,30%-<36%,535000,360,45-54,Race Not Available,Male,Hispanic or Latino,1,1
535000,485,6.125,102.466,<20%,525000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
105000,91,6.99,72.993,47,545000,300,55-64,White,Female,Not Hispanic or Latino,1,1
35000,190,7.14,76.779,30%-<36%,445000,60,45-54,White,Male,Hispanic or Latino,1,1
325000,250,6.375,34.211,<20%,955000,240,35-44,White,Joint,Not Hispanic or Latino,1,1
315000,109,6.19,93.958,30%-<36%,335000,360,25-34,Joint,Joint,Not Hispanic or Latino,1,1
375000,111,7,90,49,425000,360,45-54,Black or African American,Female,Not Hispanic or Latino,1,1
345000,148,6.375,95,37,355000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
695000,163,7.375,67.71,49,1015000,360,35-44,White,Male,Not Hispanic or Latino,1,1
445000,92,6.25,68.92,,655000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
205000,177,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Male,Not Hispanic or Latino,1,1
185000,56,5.875,98.97,37,195000,360,35-44,Black or African American,Female,Not Hispanic or Latino,1,1
305000,66,5.75,95,49,315000,360,25-34,White,Joint,Hispanic or Latino,1,1
105000,249,6.24,62.28,40,805000,360,45-54,White,Joint,Ethnicity Not Available,1,1
75000,,10.24,1.18,,65000,12,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
65000,45,Exempt,Exempt,Exempt,Exempt,Exempt,<25,White,Male,Not Hispanic or Latino,1,1
695000,240,7.375,85,43,825000,360,55-64,Race Not Available,Male,Ethnicity Not Available,1,1
185000,,8.99,80,,235000,360,25-34,Race Not Available,Male,Ethnicity Not Available,1,1
145000,156,7.375,80,20%-<30%,185000,360,25-34,Black or African American,Male,Not Hispanic or Latino,1,1
405000,580,6.49,49.82,20%-<30%,1935000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
285000,116,7.25,56,20%-<30%,505000,360,45-54,White,Male,Not Hispanic or Latino,1,1
195000,45,5.75,90,42,225000,360,>74,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
195000,165,8.75,84.99,30%-<36%,635000,300,45-54,White,Joint,Not Hispanic or Latino,1,1
345000,288,6.75,75,20%-<30%,465000,360,45-54,White,Female,Hispanic or Latino,1,1
225000,287,5.875,90,20%-<30%,255000,360,65-74,White,Sex Not Available,Ethnicity Not Available,1,1
165000,,6.35,78.14,,205000,36,>74,Black or African American,Male,Not Hispanic or Latino,1,1
705000,295,7.125,45.37,49,1545000,360,45-54,White,Male,Not Hispanic or Latino,1,1
35000,55,8.25,57.178,36,435000,300,>74,Race Not Available,Female,Not Hispanic or Latino,1,1
55000,101,4.99,44.056,45,805000,252,45-54,White,Female,Not Hispanic or Latino,1,1
395000,109,5.875,80,37,485000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
455000,102,5.875,56.981,48,795000,360,35-44,Asian,Female,Not Hispanic or Latino,1,1
265000,123,9.75,80,42,365000,360,45-54,White,Female,Not Hispanic or Latino,1,1
305000,103,6.375,75,30%-<36%,415000,360,25-34,Joint,Joint,Not Hispanic or Latino,1,1
395000,132,7.25,95,47,415000,360,45-54,Race Not Available,Male,Not Hispanic or Latino,1,1
85000,197,10.75,89.99,44,795000,360,35-44,Asian,Male,Not Hispanic or Latino,1,1
105000,40,7.25,22.222,46,455000,360,>74,White,Male,Not Hispanic or Latino,1,1
725000,150,5.625,94.189,43,775000,360,25-34,White,Joint,Joint,1,1
415000,,12.99,63.1728,,2515000,24,65-74,White,Male,Not Hispanic or Latino,1,1
85000,152,6.75,59.44,41,595000,180,45-54,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
265000,99,6.625,96.5,50%-60%,275000,360,45-54,Asian,Male,Not Hispanic or Latino,1,1
205000,72,6.75,57.87,43,355000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
45000,28,Exempt,Exempt,Exempt,Exempt,Exempt,55-64,White,Joint,Not Hispanic or Latino,1,1
225000,96,5,52.752,46,425000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
115000,54,Exempt,Exempt,Exempt,Exempt,Exempt,65-74,White,Female,Not Hispanic or Latino,1,1
215000,99,6.5,71.67,20%-<30%,305000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
225000,69,5.625,100,30%-<36%,225000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
405000,136,7,95,30%-<36%,425000,360,35-44,White,Female,Hispanic or Latino,1,1
255000,220,5.64,69.19,41,835000,120,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
85000,200,9.25,58.937,30%-<36%,695000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
565000,179,7.375,90,37,635000,360,25-34,White,Male,Not Hispanic or Latino,1,1
145000,47,6.25,95,47,165000,360,55-64,White,Female,Not Hispanic or Latino,1,1
15000,46,0,104.12,49,195000,360,35-44,White,Female,Not Hispanic or Latino,1,1
105000,176,7.5,69.766,20%-<30%,395000,180,55-64,White,Male,Not Hispanic or Latino,1,1
475000,216,5.75,80,44,595000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
165000,461,6.49,84.99,<20%,555000,360,35-44,White,Male,Not Hispanic or Latino,1,1
605000,303,8.5,72.29,30%-<36%,835000,300,55-64,White,Joint,Not Hispanic or Latino,1,1
515000,154,7.875,152.914,38,545000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
65000,154,8.25,80,42,545000,120,45-54,White,Male,Not Hispanic or Latino,1,1
75000,26,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Male,Not Hispanic or Latino,1,1
55000,233,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Joint,Ethnicity Not Available,1,1
195000,195,7.25,80,20%-<30%,245000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
485000,250,4.875,80,20%-<30%,605000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
85000,105,9.15,62.13,46,455000,360,25-34,Race Not Available,Joint,Hispanic or Latino,1,1
685000,211,5,84.049,30%-<36%,815000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
385000,115,5.875,85,30%-<36%,445000,360,45-54,White,Male,Not Hispanic or Latino,1,1
295000,113,6.125,95,30%-<36%,305000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
55000,90,7.24,81.32,47,405000,360,35-44,White,Female,Hispanic or Latino,1,1
595000,154,7.75,95,50%-60%,615000,360,25-34,Black or African American,Joint,Not Hispanic or Latino,1,1
315000,123,7.45,80,48,395000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
535000,260,6,88.033,30%-<36%,595000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
45000,126,8.5,75.525,44,215000,300,35-44,Joint,Joint,Not Hispanic or Latino,1,1
55000,274,7.75,79.911,20%-<30%,805000,360,25-34,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
45000,37,8.5,36.05,50%-60%,265000,300,55-64,White,Female,Not Hispanic or Latino,1,1
245000,67,8.125,95,48,255000,360,45-54,White,Female,Not Hispanic or Latino,1,1
1275000,350,5.5,85,44,1505000,360,35-44,White,Male,Not Hispanic or Latino,1,1
585000,173,5.875,80,41,735000,360,35-44,White,Male,Not Hispanic or Latino,1,1
45000,58,7,77.1,42,185000,180,55-64,White,Female,Not Hispanic or Latino,1,1
275000,68,7.5,75,49,365000,360,45-54,White,Female,Not Hispanic or Latino,1,1
75000,53,7.563,24.272,<20%,305000,360,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
105000,178,6.24,62.85,30%-<36%,675000,360,55-64,White,Male,Not Hispanic or Latino,1,1
85000,140,7.74,39.467,30%-<36%,205000,360,55-64,Black or African American,Joint,Not Hispanic or Latino,1,1
325000,140,6.5,100.93,50%-60%,335000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
25000,117,8.5,54.132,<20%,255000,120,35-44,Race Not Available,Joint,Ethnicity Not Available,1,1
395000,143,7.5,80,46,495000,360,35-44,Joint,Joint,Not Hispanic or Latino,1,1
205000,73,5.375,57.143,48,355000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
345000,86,6.875,80,47,435000,360,45-54,White,Joint,Joint,1,1
515000,323,6.5,,39,1505000,372,55-64,White,Male,Not Hispanic or Latino,1,1
45000,117,7.25,52.556,37,525000,240,>74,White,Joint,Not Hispanic or Latino,1,1
15000,172,8.75,79.96,20%-<30%,225000,120,55-64,White,Joint,Not Hispanic or Latino,1,1
85000,91,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Male,Not Hispanic or Latino,1,1
725000,433,Exempt,Exempt,Exempt,Exempt,Exempt,25-34,White,Joint,Not Hispanic or Latino,1,1
75000,133,8.75,82.516,46,855000,240,25-34,White,Joint,Joint,1,1
75000,264,7.5,30.485,<20%,305000,240,35-44,White,Joint,Not Hispanic or Latino,1,1
295000,113,7.5,100,50%-60%,295000,360,65-74,White,Male,Hispanic or Latino,1,1
265000,71,5,70.676,44,375000,360,55-64,White,Male,Not Hispanic or Latino,1,1
85000,130,7.625,90,45,95000,360,35-44,White,Male,Hispanic or Latino,1,1
75000,,7,80,20%-<30%,85000,360,25-34,White,Male,Not Hispanic or Latino,1,1
475000,113,6.75,96.5,50%-60%,485000,360,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
515000,175,6,90,43,575000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
255000,217,8.25,31.599,30%-<36%,805000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
305000,76,7.25,75.46,43,405000,360,45-54,Asian,Male,Not Hispanic or Latino,1,1
505000,893,6.25,54.921,20%-<30%,2225000,300,35-44,Asian,Joint,Not Hispanic or Latino,1,1
175000,73,6.25,96.5,50%-60%,175000,360,<25,White,Female,Not Hispanic or Latino,1,1
585000,143,6.875,85,46,685000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
95000,168,5.99,75.65,<20%,355000,300,35-44,White,Joint,Not Hispanic or Latino,1,1
465000,210,6.875,75,41,615000,360,65-74,Race Not Available,Joint,Ethnicity Not Available,1,1
225000,72,6.75,100,36,305000,360,45-54,White,Female,Hispanic or Latino,1,1
215000,68,7.375,59,41,375000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
385000,150,7.375,90,37,435000,360,45-54,White,Male,Hispanic or Latino,1,1
65000,433,,,,,,45-54,Race Not Available,Joint,Ethnicity Not Available,1,1
85000,57,5.625,50,30%-<36%,165000,240,35-44,White,Female,Not Hispanic or Latino,1,1
275000,221,6.99,82.61,43,485000,360,55-64,Black or African American,Joint,Not Hispanic or Latino,1,1
55000,47,10.14,57.35,39,275000,240,45-54,White,Male,Hispanic or Latino,1,1
295000,81,5.625,89.997,50%-60%,335000,360,35-44,White,Male,Not Hispanic or Latino,1,1
105000,155,8.25,20.964,<20%,475000,240,55-64,White,Joint,Not Hispanic or Latino,1,1
435000,160,5.875,80,20%-<30%,545000,360,55-64,Asian,Male,Not Hispanic or Latino,1,1
575000,170,6.625,95,36,605000,360,35-44,White,Male,Hispanic or Latino,1,1
35000,48,8.65,45.436,49,525000,360,35-44,White,Male,Not Hispanic or Latino,1,1
255000,,Exempt,Exempt,Exempt,Exempt,Exempt,55-64,Asian,Female,Not Hispanic or Latino,1,1
335000,77,6.625,79.781,45,415000,360,55-64,White,Female,Not Hispanic or Latino,1,1
75000,25,6.5,96.999,42,75000,240,25-34,White,Female,Not Hispanic or Latino,1,1
295000,186,5.5,55,<20%,545000,348,25-34,White,Joint,Not Hispanic or Latino,1,1
85000,64,7.75,69,42,405000,120,25-34,White,Male,Not Hispanic or Latino,1,1
75000,40,6,96.5,30%-<36%,85000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
125000,144,6.875,83.124,37,545000,120,45-54,White,Male,Not Hispanic or Latino,1,1
75000,150,9.4,70,20%-<30%,105000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
55000,62,9,34.722,30%-<36%,145000,180,45-54,White,Female,Not Hispanic or Latino,1,1
65000,109,Exempt,Exempt,Exempt,Exempt,Exempt,25-34,White,Joint,Not Hispanic or Latino,1,1
195000,198,8.45,11.17,49,1705000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
55000,212,6.25,82,44,475000,120,35-44,White,Joint,Hispanic or Latino,1,1
45000,63,12.06,89.928,50%-60%,265000,240,55-64,Asian,Male,Not Hispanic or Latino,1,1
375000,108,6.5,77.864,40,475000,360,45-54,White,Female,Not Hispanic or Latino,1,1
235000,110,6.75,85,39,275000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
45000,32,9,39.419,>60%,355000,480,55-64,Black or African American,Female,Not Hispanic or Latino,1,1
235000,63,7.75,80,44,285000,300,25-34,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
225000,70,6.25,97,30%-<36%,235000,360,35-44,White,Male,Not Hispanic or Latino,1,1
235000,86,4.999,79.993,37,295000,360,55-64,White,Female,Not Hispanic or Latino,1,1
55000,147,8.5,63.916,30%-<36%,395000,180,35-44,White,Male,Not Hispanic or Latino,1,1
335000,133,5,72.962,20%-<30%,465000,360,25-34,White,Male,Not Hispanic or Latino,1,1
165000,62,6,71.739,30%-<36%,235000,240,35-44,White,Male,Not Hispanic or Latino,1,1
95000,175,6.625,80,<20%,125000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
205000,261,7.15,78.792,20%-<30%,945000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
285000,170,5.875,56.078,41,515000,120,55-64,White,Male,Not Hispanic or Latino,1,1
775000,174,5.875,100,39,765000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
355000,194,6.99,67.96,47,515000,360,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
1295000,478,7.25,70,30%-<36%,1845000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
455000,153,6.75,56.629,20%-<30%,805000,360,35-44,White,Female,Not Hispanic or Latino,1,1
1605000,696,7.125,71.91,36,2225000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
335000,122,5.625,80,30%-<36%,415000,180,45-54,White,Female,Not Hispanic or Latino,1,1
85000,360,3.5,100,<20%,85000,229,55-64,White,Male,Not Hispanic or Latino,1,1
105000,216,7.8,46.476,<20%,905000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
365000,163,5.875,58.862,30%-<36%,615000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
25000,58,8.125,64.903,45,235000,360,25-34,White,Female,Not Hispanic or Latino,1,1
45000,50,5.99,24.691,20%-<30%,165000,300,45-54,Asian,Female,Not Hispanic or Latino,1,1
195000,115,6.75,43.568,30%-<36%,445000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
245000,159,8,79.931,45,705000,300,35-44,White,Male,Not Hispanic or Latino,1,1
205000,183,6.5,84.47,20%-<30%,405000,180,55-64,White,Joint,Not Hispanic or Latino,1,1
55000,219,8.39,61.96,<20%,535000,300,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
245000,65,7.25,80,45,305000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
495000,278,7.125,95,44,525000,360,25-34,White,Female,Not Hispanic or Latino,1,1
375000,158,6.5,95,41,395000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
145000,133,9.74,65.496,30%-<36%,215000,360,35-44,Joint,Sex Not Available,Joint,1,1
205000,,6.1,78.43,,255000,240,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
205000,91,6.875,97,20%-<30%,215000,360,<25,White,Male,Not Hispanic or Latino,1,1
55000,120,8.25,74.494,20%-<30%,245000,240,35-44,White,Male,Not Hispanic or Latino,1,1
255000,235,8.9,61.125,39,975000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
25000,134,8.5,80,41,655000,300,45-54,Black or African American,Female,Not Hispanic or Latino,1,1
245000,158,7.125,70,43,355000,360,25-34,Race Not Available,Male,Ethnicity Not Available,1,1
115000,189,6.99,25.214,30%-<36%,465000,360,35-44,White,Male,Not Hispanic or Latino,1,1
385000,170,7.375,95,20%-<30%,415000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
385000,145,8.25,97,43,395000,360,<25,White,Joint,Not Hispanic or Latino,1,1
235000,,6.75,,,,360,25-34,Race Not Available,Female,Ethnicity Not Available,1,1
205000,149,6.99,45.455,30%-<36%,445000,360,45-54,Asian,Female,Not Hispanic or Latino,1,1
255000,141,7.5,75,39,335000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
725000,500,6.75,90,40,805000,180,65-74,White,Joint,Not Hispanic or Latino,1,1
275000,158,7.875,80,20%-<30%,345000,360,25-34,Race Not Available,Female,Not Hispanic or Latino,1,1
475000,126,8.75,79.17,44,605000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
315000,93,5.625,100,37,305000,360,35-44,Race Not Available,Joint,Ethnicity Not Available,1,1
225000,74,6.875,80,44,285000,360,<25,White,Female,Not Hispanic or Latino,1,1
285000,146,5.5,95,20%-<30%,305000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
245000,66,7.25,95,39,265000,360,<25,White,Male,Not Hispanic or Latino,1,1
555000,115,7,80.63,50%-60%,685000,360,35-44,White,Joint,Ethnicity Not Available,1,1
435000,235,7.125,95,49,465000,360,35-44,White,Male,Not Hispanic or Latino,1,1
245000,138,7.13,80,39,295000,300,35-44,White,Female,Not Hispanic or Latino,1,1
225000,59,6.25,45.918,50%-60%,495000,360,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
885000,345,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Joint,Not Hispanic or Latino,1,1
195000,83,6.99,96.5,50%-60%,205000,360,35-44,White,Female,Not Hispanic or Latino,1,1
475000,148,7.375,99.5,48,485000,360,35-44,White,Male,Not Hispanic or Latino,1,1
55000,76,10.75,80.983,30%-<36%,385000,480,55-64,Joint,Joint,Not Hispanic or Latino,1,1
225000,70,6.75,100,36,225000,360,35-44,White,Male,Hispanic or Latino,1,1
545000,120,5.75,98.189,47,555000,360,25-34,Race Not Available,Male,Hispanic or Latino,1,1
55000,180,7.39,64.873,30%-<36%,675000,,45-54,White,Joint,Not Hispanic or Latino,1,1
315000,105,7.99,58.879,37,535000,360,45-54,White,Male,Hispanic or Latino,1,1
585000,,7.25,76.48,,775000,60,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
325000,145,5.875,80,38,415000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
335000,150,7.125,96.5,46,335000,360,45-54,White,Female,Not Hispanic or Latino,1,1
315000,128,6.625,70.455,20%-<30%,445000,360,35-44,White,Female,Not Hispanic or Latino,1,1
235000,69,6.5,95,44,235000,360,55-64,White,Male,Not Hispanic or Latino,1,1
415000,206,6.325,75,20%-<30%,555000,360,25-34,Joint,Joint,Not Hispanic or Latino,1,1
325000,113,7.25,65.079,40,505000,360,55-64,White,Male,Not Hispanic or Latino,1,1
375000,0,7.99,70,,535000,360,45-54,White,Male,Not Hispanic or Latino,1,1
75000,233,7.49,11.29,20%-<30%,625000,360,55-64,White,Male,Not Hispanic or Latino,1,1
385000,135,7.5,65.87,30%-<36%,585000,360,35-44,White,Male,Not Hispanic or Latino,1,1
355000,130,7,83.878,40,425000,360,35-44,White,Female,Hispanic or Latino,1,1
565000,496,Exempt,Exempt,Exempt,Exempt,Exempt,35-44,White,Joint,Not Hispanic or Latino,1,1
